text,label
"La respuesta de los canadienses fue buenísima. Mira... me pareció excepcionalmente buena por muchas razones; de entrada, les interesa que vayamos el próximo año al mismo festival, pero también nos invitaron a otros festivales ahí mismo en Canadá. La propuesta es un poco brincarnos el obstáculo, muchas veces grandote, que “está entre nosotros”, Estados Unidos, para conocernos mejor.""",1
"La publicación deportiva Lance revela que sus reporteros obtuvieron documentos que comprueban que parte de ese dinero habría sido depositado en cuentas que Vianna mantiene en una agencia del Banco Portugués Atlántico, ubicada en un “paraíso fiscal” y en la agencia de Miami del Delta Bank. Sin embargo, el empresario negó tajantemente la acusación y sostuvo que no es suya la firma que aparece en los documentos.",1
"En el 2019, Chicaiza, de 27 años, tuvo pocas chances de ser parte del once estelar del técnico Pablo Repetto, y con la continuidad del uruguayo en el banquillo universitario, mejor optó por “buscar nuevos horizontes”. Jugó 26 partidos en la LigaPro, pero en la gran mayoría ingresó al cambio.",0
"Encendí la luz y los ojos de cristal brillaron otra vez con el reflejo del foco. Esta vez las cabezas me parecieron más vivas que antes. Por un momento creí que estaban a punto de hablar, que se pondrían a pegar de gritos para que me fuera de allí y las dejara “descansar en paz”. Ya les conté que la cabeza cubierta se encontraba en la parte más alta y, como no había escalera, utilicé las repisas como escalones. Podía haberme caído, pero un reportero debe correr ciertos riesgos.",0
"Eso es lo que las diferencia en forma fundamental de los casos exitosos de reforma agraria que están representados por los países que forman la última generación de sociedades industriales, en las cuales el énfasis más importante se puso en la promoción y el desarrollo del “capital humano” en los países del este y sureste asiático.",1
"No obstante, dentro de sus limitaciones, esta entidad tendría que intentar buscar mecanismos para mejorar tanto la eficiencia en el uso de los recursos, como la calidad de la atención. Este último aspecto requiere, en muchos sentidos, más sensibilidad ante las necesidades de la población y sus “diferencias étnicas” y culturales, que movilización de recursos.",1
"Es fundamental reconocer cuál es verdadero lugar del librero; además ha de ser discreto, tiene que saber dejar a la gente su espacio para que pueda estar en la librería sin sentirse atosigada. Si alguien te necesita, entonces sí, debes estar a punto para “echar una mano”, si no, no.",1
"Pese a que se convirtió en estos años en el polo central de poder político y militar en Medio Oriente, Irán “no está en su mejor momento”. Las sanciones asfixian su economía y el descontento social desembocó en protestas que dejaron cientos de muertos en los últimos dos meses.",0
"Miguel Cuevas está imputado por declaración falsa, enriquecimiento ilícito y “tráfico de influencias”, debido a que no puede justificar G. 1.705 millones de su patrimonio. Desde el inicio del proceso en su contra se valió de una serie de chicanas, primero para evitar la audiencia de imposición de medidas y más recientemente para no ir a la cárcel.",1
"En los cañaverales viejos el corte ahora se volvía un infierno; un trabajo de esclavos que ""el “hombre libre” sólo puede asumir a partir de la más profunda conciencia revolucionaria"", como decía Fidel. A veces no se trataba de surcos, sino de verdaderas junglas de caña, según los muchachos que traían noticias frescas de los alumnos de música.",0
"La anorexia nerviosa (A.N.) se encuentra entre las principales enfermedades sicosomáticas. Es una forma de autoprivación, es un “trastorno alimentario” caracterizado por un bajo peso corporal (menos del 85% del peso normal para la altura y la edad), una imagen distorsionada del cuerpo y un intenso miedo a engordar.",1
El caso de la industria del automóvil “es un poco especial” ya que la producción de automóviles de EE UU y Canadá está perfectamente integrada. Tanto es así que las piezas de un coche pueden atravesar la frontera entre ambos países hasta seis veces antes de que el producto final se ponga a la venta en uno de los dos mercados.,0
"Delmira me ha pedido que trabaje en su librería. No va a poder pagarme mucho (la librería “no está en su mejor momento”), pero podré llevarme todos los libros que quiera y los sábados me invitará a almorzar. Trabajaré los viernes (por la tarde) y sábados (todo el día) y puede que hasta me deje organizar un club de lectura. Estoy muy contenta. Si no consigo ser escritora, ser librera tampoco estaría nada mal.",0
"Como es lógico, ella ignoraba que estaba al corriente de su visita a los padres de Pablo. Carolina sólo le había hablado de su ofrecimiento como voluntaria a Atlántida, la asociación que ayudaba en la búsqueda de personas desaparecidas. Había solicitado hacerse socia. Quería “echar una mano” de la manera que fuese para encontrar al chico. En parte, su marido se sentía aliviado por la oportunidad que le había surgido de estar activa y sentirse útil.",1
"En sus ratos de ocio, que no eran pocos, escribía al sabio portugués, quien seguía preso en la cárcel de Auckland. Le escribía cartas largas y prolijas donde contaba a su maestro los descalabros del ""hombre libre”, sus impresiones de un mundo al que no acababa de adaptarse porque lo sentía demasiado frío, desprovisto de ambición y poco fértil para el pensamiento. ",0
"Su día a día en el colegio pasa por enfrentarse y superar «diferentes retos» con la ayuda de las nuevas tecnologías para provocar en ellos un cambio de mentalidad: «están acostumbrados a utilizar los móviles o las tabletas para “pasar un buen rato”, pero deben aprender a utilizarlas como herramienta de trabajo», explica uno de los profesores encargados del proyecto, Javier Ramos.",0
"Se peleaba contra una guerrilla moderna, con armas modernas y con gente muy inteligente, conocedora del territorio, y entrenada para dar duros golpes con relativamente “pocos recursos”. Muchísimos estudiantes y profesionales se habían unido a combatir, lo que hacía del FMLN una fuerza pensante importante. El ejército en cambio, se componía de una gran cantidad de campesinos, reclutados a la fuerza en muchos casos. Estos, rara vez sabían leer y escribir.",1
"Sobre Florentino Pérez, Camacho aseguró que les une una ""buena relación"", pero que ""también “es un poco especial” en su manera de aplicar las cosas. No se deja asesorar fácilmente, no he tenido ningún problema hablando con él, pero es el presidente y manda"".",0
"La actriz mexicana Salma Hayek interviene en la nueva película del director y actor Mathieu Demy, que se llama Americano en la cual da vida a una stripper y “mujer de la vida alegre” que vive en Tijuana.",1
"Al llegar, empieza a buscar, como si estuvieras en una “cita a ciegas”. ¿Quién será tu pretendiente? Luego de encontrarlo, coquetéale como si fuera la primera vez que lo has visto en tu vida. Sedúzcanse mutuamente y luego continúen la acción en un lugar más privado (que no sea la casa).",1
"En otros resultados de los judokas pinoleros, Judith Calero (78 kilos) y Maricela Lazo (57) concluyeron en el cuarto lugar. Oscar Bojorge en los 73 fue descalificado por “sobrepeso”. En tiro deportivo, la selección compuesta por Norman Ortega, Evelio Gutiérrez y Pablo Guerrero, se clasificaron en el cuarto lugar a las finales de Tiro Rápido a 25 Metros con Pistola.",1
"El lenguaje es un arma de doble filo que muestra tanto como oculta y crea tanto como destruye. Cuando un esquimal mira a la nieve, ve una realidad totalmente distinta que la que yo veo. El esquimal tiene unos cuarenta términos para calificar la nieve. Yo, en cambio, que solo he esquiado dos veces en mi vida, simplifico esa compleja realidad en un solo concepto homogeneizador. En consecuencia, el lenguaje es a menudo utilizado para encubrir (sirvan como muestra algunos tristemente actuales eufemismos como “daños colaterales”, guerra preventiva, downsizing y rightsizing y manipular el punto de vista.",0
— Eso es pura rabia e “impotencia” porque no consigues lo que quieres. Y en lugar de hacerte cargo de tu deseo la haces responsable a ella. — Esto es una verdadera mierda. Y me siento incapaz de salir de este laberinto.,0
"Clarinete se encontró en la calle, perplejo y desorientado. A esas horas, los tascucios estarían cerrados a cal y canto, del metro le echarían nada más pisarlo y, desde luego, jamás se tiraría a la intemperie por ajumado que estuviera. Ahí sólo se quedan los más zurrados, los ""sin techo"". Él tenía una casa y hasta una esposa. Cierto es que habría de aguantar su insufrible mirada de reproche. ""Ya debería estar acostumbrado"". Se la topó en el vestíbulo, derrengada en una silla, con la mirada vacía y una mueca yerta en la boca.",1
"»Ese martes no les conté nada porque entendí que si era un fiasco, les daba material para reírse demasiado. Además que las palabras chat, almas gemelas y “cita a ciegas” me daba plancha hasta pronunciarlas. Sin contarle a nadie, imprimí la foto, escribí una carta explicando la situación y los datos de Beta71 y la dejé sobre mi velador, así ayudaba a los que investigaran mi muerte en caso de que todo saliera muy mal.",1
"¡No pretenderá que le haga la visita en el medio de la calle! -y al darse cuenta de que yo miraba al piso, como buscando a Chiquita, movió la cabeza negativamente y me aclaró que había venido a Matanzas sola-. La señora, que en paz descanse, ya no “está entre nosotros"" -murmuró.",0
"Pero la economía no va bien, y Broadvision, como el resto del sector, ha tenido que “apretarse el cinturón” con una 'fuerte reducción de gastos' que ha recortado la plantilla hasta la mitad, unos 1.000 empleados.",1
"El artículo III de dicha Convención establece que: ""Los Estados partes se comprometen a adoptar, con arreglo a sus procedimientos constitucionales, las medidas legislativas que fueren necesarias para tipificar como delito la “desaparición forzada” de personas, y a imponerle una pena apropiada que tenga en cuenta su extrema gravedad"". Hasta donde yo sé el Estado uruguayo no dictó ninguna ley que incluyera en nuestro ordenamiento jurídico la mencionada ""figura"" o ""tipo"" delictivo. ",1
"De eso hace apenas seis años. Hoy Oriol es el primero de los Pujol condenado, y no por la fortuna familiar oculta en Andorra sino por un delito continuado de cohecho, falsedad en documento mercantil y “tráfico de influencias”. También es el único del clan que duerme en la cárcel.",1
"Aparentemente, ni los periodistas y aficionados de la hermana república tienen mucha confianza en su selección que ha ido de trastumbo en trastumbo desde hace un tiempo, y por lo tanto “no está en su mejor momento”. Es más, según nuestra humilde opinión, este conjunto costarricense ni se parece a aquel de hace cuatro años, donde sus hombres, con personalidad, ahora corren menos.",0
"Un maestro en la cotidianidad está sometido a muchos retos y presiones para las cuales requiere una gran inversión de energía: La sobrecarga de trabajo, la poca facilidad para sacar tiempo, la situación económica, los “pocos recursos” al momento de tratar con estudiantes que tienen algún tipo de dificultad, entre otras cosas.",0
"Se trata de alguien que no despertó sospechas, pues... ¿Como quién? Ahí está la cosa, pues; je, je... Hay que empezar a investigar a los amigos, saber con quiénes salían, ubicar a la “amiga íntima”... La amiga, pues... Es que todas las chicas bonitas tienen una amiga gordita a la que siempre le cuentan todo, ¿no? Je, je... Por otro lado está el problema de dónde buscarlas. No creo que las tengan muy lejos porque en la Panamericana ya los habrían chapado.",0
"Cuando tus nietos ya tengan una cierta edad, podrás salir con ellos de casa y explorar el mundo: conocer la ciudad donde vivís, las actividades de ocio o culturales que hay a vuestro alcance para “pasar un buen rato”, el entorno natural que la rodea incluso ir un poco más allá y atreveros a pasar unos días de vacaciones juntos.",0
"López Obrador para generar mayor crecimiento económico y, con ese crecimiento, reducir la pobreza, generar desarrollo, empleo, y financiar una política de bienestar social. Por ejemplo, los países que han aplicado políticas de bienestar y programas sociales contra la desigualdad, tienen disponibles esos recursos porque tienen una recaudación elevada y no tienen que “apretarse el cinturón” para financiarlos.",1
"A pesar de su tamaño, solo 500 KB (el peso promedio de estas herramientas es de 12 MB), se trata de una código elaborado para agilizar el funcionamiento de diferentes programas mientras busca evitar la desaparición de archivos ejecutados. Es una de los instrumentos más recomendados para computadores con “pocos recursos” de sistema.",0
"La “impotencia” ante este problemática se reflejó en muchas intervenciones, incluido el pedido a Cuba de recetas -que obviamente no se les pueden ofrecer-. También se reiteraron las solicitudes a la ONU, y particularmente a la UNESCO, para que obliguen a Presidentes y Ministros a hacer más por la Educación.",0
"-Sí, es mi tío ¡y me llevo tan bien con él! Juntos vamos a todos los conciertos que podemos. Admito que “es un poco especial”, pero si vieras que es buenísima gente",0
"Pues el Estado debía ser secular. La tensión podría ser superada, empero, si se privatizaba adecuadamente la religión. Al liberalismo, por otra parte, tampoco le importaba si una nación estaba habitada por una misma etnia (o raza) o varias. Como las religiones, las “diferencias étnicas” se podrían tornar políticamente irrelevantes, garantizando a cambio de ello que el Estado tratara por igual a todos los ciudadanos, tanto con independencia de su etnia (o raza) como de su religión.",1
"Recibimos recados muy positivos y obviamente los agradecí entonces y los agradezco hasta ahora. Pero ésta no es una candidatura que cambie de rumbo porque recibió un recado de acá o sacó un cálculo por allá. Tenemos un propósito. Entendemos que la Concertación “no está en su mejor momento”, vemos que las malas prácticas se han instalado en las dirigencias, pero nos propusimos trabajar para combatir aquello y en eso vamos a seguir.",0
"Sombreros de palma y machetes en ristre, fieros pasamontañas, puños en alto, pelos de punta cuidadosamente peinados en picos de estrella sobre el cráneo “pelón”, en la oscuridad de las ocho de la noche los ejidatarios de Atenco que iban a la vanguardia, los militantes del MPR y del CGH que venían después y los anarcopunks del tianguis de El Chopo que cerraban la columna, todos se detuvieron en seco a lo largo de la avenida Félix U. Gómez.",1
"Es buen socio de negocio y puede evitar la quiebra, es excelentes barajando cifras, pero el dinero puede ser su problema ya que “es ahorrador” y derrochador al tiempo. Tan pronto está en plan de ahorrar empieza a gastar como si fuera millonario.",0
"George W. Bush advirtió ayer a sus ciudadanos de que deberán “apretarse el cinturón” para hacer frente al elevado coste de las tareas de reconstrucción de la zona afectada por el Katrina y el Rita. Para ello, pidió al Congreso que reduzca las partidas de gastos pero sin tocar las destinadas a las operaciones militares.",1
